outcome,lag,rr,rrlow,rrhigh
Acute upper RI,12.2,1.01332693959371,1.0059318310254,1.0207764133079
Acute upper RI,12.3,1.01338327260834,1.00602355278128,1.02079683359626
Acute upper RI,12.4,1.01343914882522,1.00611329255235,1.02081834717252
Acute upper RI,12.5,1.01349457862011,1.00620098210201,1.02084104385043
Acute upper RI,12.6,1.01354957237164,1.00628656012801,1.02086500640936
Acute upper RI,12.7,1.0136041404613,1.00636997265898,1.02089031019652
Acute upper RI,12.8,1.01365829327336,1.00645117342427,1.02091702275627
Acute upper RI,12.9,1.01371204119486,1.00653012419182,1.0209452034916
Acute upper RI,13,1.01376539461553,1.00660679506928,1.02097490336258
Acute upper RI,13.1,1.01381836392777,1.00668116476393,1.02100616462634
Acute upper RI,13.2,1.01387095952665,1.00675322079704,1.02103902062282
Acute upper RI,13.3,1.01392319180977,1.00682295966928,1.02107349560979
Acute upper RI,13.4,1.01397507117732,1.00689038697395,1.0211096046502
Acute upper RI,13.5,1.01402660803201,1.00695551745589,1.02114735355422
Acute upper RI,13.6,1.01407781277901,1.00701837501456,1.02118673887732
Acute upper RI,13.7,1.01412869582594,1.00707899265048,1.02122774797524
Acute upper RI,13.8,1.01417926758285,1.00713741235539,1.02127035911554
Acute upper RI,13.9,1.01422953846214,1.00719368494685,1.02131454164489
Acute upper RI,14,1.01427951887858,1.00724786984942,1.02136025621017
Acute upper RI,14.1,1.01432921924925,1.00730003482473,1.02140745503083
Acute upper RI,14.2,1.01437864999352,1.00735025565372,1.02145608221931
Acute upper RI,14.3,1.01442782153301,1.00739861577502,1.02150607414576
Acute upper RI,14.4,1.01447674429159,1.00744520588362,1.02155735984251
Acute upper RI,14.5,1.01452542869532,1.00749012349454,1.02160986144397
Acute upper RI,14.6,1.01457388517246,1.00753347247637,1.02166349465683
Acute upper RI,14.7,1.0146221241534,1.00757536255972,1.02171816925559
Acute upper RI,14.8,1.01467015607069,1.0076159088255,1.02177378959864
Acute upper RI,14.9,1.01471799135897,1.00765523117791,1.02183025515975
Acute upper RI,15,1.014765640455,1.00769345380672,1.02188746107063
Acute upper RI,15.1,1.01481311379758,1.00773070464316,1.02194529867006
Acute upper RI,15.2,1.01486042182759,1.00776711481331,1.02200365605587
Acute upper RI,15.3,1.01490757498793,1.00780281809239,1.0220624186362
Acute upper RI,15.4,1.01495458372353,1.0078379503629,1.02212146967722
Acute upper RI,15.5,1.01500145848131,1.00787264907901,1.02218069084482
Acute upper RI,15.6,1.01504820971019,1.00790705273905,1.02223996273852
Acute upper RI,15.7,1.01509484786106,1.00794130036731,1.02229916541626
Acute upper RI,15.8,1.01514138338679,1.00797553100602,1.0223581789093
Acute upper RI,15.9,1.01518782674218,1.00800988321763,1.02241688372711
Acute upper RI,16,1.01523418838398,1.00804449459714,1.02247516135247
Acute upper RI,16.1,1.01528047877088,1.00807950129358,1.02253289472756
Acute upper RI,16.2,1.01532670836351,1.00811503753955,1.02258996873244
Acute upper RI,16.3,1.01537288762438,1.00815123518703,1.02264627065739
Acute upper RI,16.4,1.01541902701794,1.00818822324734,1.02270169067141
Acute upper RI,16.5,1.01546513701056,1.00822612743287,1.02275612228917
Acute upper RI,16.6,1.01551122807049,1.00826506969766,1.02280946283943
Acute upper RI,16.7,1.01555731066789,1.00830516777372,1.02286161393794
Acute upper RI,16.8,1.01560339527482,1.00834653469951,1.02291248196844
Acute upper RI,16.9,1.01564949236527,1.00838927833686,1.02296197857553
Acute upper RI,17,1.01569561241508,1.00843350087207,1.02301002117354
Acute upper RI,17.1,1.01574176590204,1.0084792982969,1.02305653347586
Acute upper RI,17.2,1.01578796330581,1.00852675986458,1.0231014460494
Acute upper RI,17.3,1.015834215108,1.00857596751589,1.02314469689941
Acute upper RI,17.4,1.01588053123699,1.00862699080902,1.0231862354968
Acute upper RI,17.5,1.0159269151696,1.00867983869496,1.02322605981831
Acute upper RI,17.6,1.01597336621962,1.00873447698423,1.02326420323568
Acute upper RI,17.7,1.01601988363133,1.00879086125228,1.02330070937871
Acute upper RI,17.8,1.01606646664888,1.00884893766028,1.02333563144018
Acute upper RI,17.9,1.01611311451629,1.00890864318749,1.02336903193733
Acute upper RI,18,1.01615982647745,1.00896990583418,1.02340098250301
Acute upper RI,18.1,1.01620660177613,1.00903264479836,1.02343156370302
Acute upper RI,18.2,1.01625343965596,1.00909677063009,1.02346086487593
Acute upper RI,18.3,1.01630033936047,1.00916218536697,1.02348898399181
Acute upper RI,18.4,1.01634730013301,1.00922878265513,1.02351602752558
Acute upper RI,18.5,1.01639432121684,1.00929644785975,1.02354211034081
Acute upper RI,18.6,1.01644140185508,1.0093650581699,1.02356735557932
Acute upper RI,18.7,1.01648854129072,1.00943448270259,1.02359189455167
Acute upper RI,18.8,1.0165357387666,1.00950458261121,1.02361586662328
Acute upper RI,18.9,1.01658299352544,1.0095752112041,1.02363941909052
Acute upper RI,19,1.01663030480985,1.00964621407915,1.0236627070408
Acute upper RI,19.1,1.01667767186226,1.00971742928086,1.02368589319038
Acute upper RI,19.2,1.01672509392502,1.00978868748642,1.02370914769309
Acute upper RI,19.3,1.0167725702403,1.00985981222786,1.02373264791311
Acute upper RI,19.4,1.01682010005016,1.00993062015746,1.02375657815466
Acute upper RI,19.5,1.01686768259653,1.01000092136359,1.02378112934115
Acute upper RI,19.6,1.01691531712118,1.01007051974429,1.0238064986368
Acute upper RI,19.7,1.01696300286576,1.01013921344564,1.02383288900348
Acute upper RI,19.8,1.0170107390718,1.01020679537152,1.02386050868624
Acute upper RI,19.9,1.01705852498068,1.01027305377071,1.0238895706216
Acute upper RI,20,1.01710635983362,1.01033777290642,1.02392029176347
Acute upper RI,20.1,1.01715424287174,1.01040073381182,1.02395289232308
Acute upper RI,20.2,1.017202173336,1.01046171513396,1.02398759492072
Acute upper RI,20.3,1.01725015046724,1.01052049406609,1.02402462364899
Acute upper RI,20.4,1.01729817350614,1.01057684736647,1.02406420304981
Acute upper RI,20.5,1.01734624169327,1.01063055245892,1.0241065570096
Acute upper RI,20.6,1.01739435426903,1.01068138860788,1.02415190758013
Acute upper RI,20.7,1.0174425104737,1.01072913815745,1.02420047373539
Acute upper RI,20.8,1.01749070954742,1.01077358782107,1.02425247007798
Acute upper RI,20.9,1.01753895073019,1.0108145300056,1.02430810551106
Acute upper RI,21,1.01758723326185,1.01085176415067,1.02436758189519
Acute upper RI,21.1,1.01763555638214,1.01088509806215,1.02443109271111
Acute upper RI,21.2,1.01768391933062,1.01091434921645,1.0244988217517
Acute upper RI,21.3,1.01773232134674,1.01093934601175,1.02457094186715
Acute upper RI,21.4,1.01778076166978,1.01095992894164,1.02464761378778
Acute upper RI,21.5,1.0178292395389,1.01097595166755,1.0247289850481
Acute upper RI,21.6,1.0178777541931,1.01098728196778,1.02481518903441
Acute upper RI,21.7,1.01792630487127,1.01099380254357,1.02490634417536
Acute upper RI,21.8,1.01797489081212,1.01099541166596,1.02500255329185
Acute upper RI,21.9,1.01802351125424,1.01099202365116,1.02510390311845
Acute upper RI,22,1.01807216543607,1.01098356915672,1.02521046400411
Acute upper RI,22.1,1.01812085259592,1.01096999529568,1.02532228979502
Acute upper RI,22.2,1.01816957197192,1.01095126557059,1.02543941789754
Acute upper RI,22.3,1.0182183228021,1.01092735963416,1.02556186951465
Acute upper RI,22.4,1.01826710432432,1.01089827288753,1.02568965004494
Acute upper RI,22.5,1.01831591577631,1.01086401593062,1.02582274962938
Acute upper RI,22.6,1.01836475639564,1.01082461388244,1.02596114382843
Acute upper RI,22.7,1.01841362541976,1.0107801055908,1.02610479440965
Acute upper RI,22.8,1.01846252208594,1.0107305427528,1.02625365022471
Acute upper RI,22.9,1.01851144563134,1.01067598896721,1.02640764815448
Acute upper RI,23,1.01856039529295,1.01061651874038,1.02656671410083
Acute upper RI,23.1,1.01860937030763,1.0105522164655,1.02673076400494
Acute upper RI,23.2,1.0186583699121,1.0104831753943,1.02689970487343
Acute upper RI,23.3,1.0187073933429,1.01040949661774,1.0270734357954
Acute upper RI,23.4,1.01875643983646,1.01033128807057,1.02725184893587
Acute upper RI,23.5,1.01880550862905,1.01024866357178,1.02743483049324
Acute upper RI,23.6,1.0188545989568,1.01016174191112,1.0276222616108
Acute upper RI,23.7,1.01890371005568,1.01007064598915,1.02781401923482
Acute upper RI,23.8,1.01895284116152,1.00997550201634,1.02800997691362
Acute upper RI,23.9,1.01900199151002,1.00987643877472,1.02821000553417
Acute upper RI,24,1.01905116033671,1.00977358694374,1.0284139739946
Acute upper RI,24.1,1.01910034687698,1.00966707849068,1.02862174981213
Acute upper RI,24.2,1.01914955036607,1.00955704612452,1.02883319966771
Acute upper RI,24.3,1.01919877003909,1.0094436228114,1.02904818988913
Acute upper RI,24.4,1.01924800513098,1.00932694134862,1.02926658687561
Acute upper RI,24.5,1.01929725487655,1.0092071339942,1.02948825746692
Acute upper RI,24.6,1.01934651851044,1.00908433214791,1.02971306926115
Acute upper RI,24.7,1.01939579526717,1.00895866608007,1.02994089088475
Acute upper RI,24.8,1.0194450843811,1.00883026470387,1.03017159221908
Acute upper RI,24.9,1.01949438508643,1.00869925538728,1.03040504458755
Acute upper RI,25,1.01954369661723,1.00856576380048,1.03064112090717
Acute upper RI,25.1,1.01959301820741,1.00842991379504,1.03087969580858
Acute upper RI,25.2,1.01964234909075,1.00829182731123,1.03112064572787
Acute upper RI,25.3,1.01969168850085,1.00815162431009,1.03136384897388
Acute upper RI,25.4,1.01974103567119,1.00800942272696,1.03160918577388
Acute upper RI,25.5,1.01979038983509,1.00786533844389,1.03185653830074
Acute upper RI,25.6,1.01983975022573,1.00771948527794,1.03210579068402
Acute upper RI,25.7,1.01988911607612,1.00757197498327,1.03235682900748
Acute upper RI,25.8,1.01993848661915,1.00742291726476,1.03260954129513
Acute upper RI,25.9,1.01998786108754,1.00727241980123,1.03286381748767
Acute upper RI,26,1.02003723871387,1.00712058827672,1.03311954941104
Pneumonia,0,0.998299008463188,0.992255115339069,1.00437971534975
Pneumonia,0.1,0.998400260228323,0.992428049731782,1.00440841015465
Pneumonia,0.2,0.9985015189493,0.992599657214584,1.00443847234628
Pneumonia,0.3,0.998602781312269,0.992769873209967,1.00446996001227
Pneumonia,0.4,0.998704044002039,0.992938633381085,1.00450293097139
Pneumonia,0.5,0.998805303702071,0.99310587379953,1.00453744260581
Pneumonia,0.6,0.998906557094483,0.993271531128662,1.00457355167779
Pneumonia,0.7,0.999007800860049,0.993435542822597,1.00461131413078
Pneumonia,0.8,0.9991090316782,0.993597847340695,1.00465078487501
Pneumonia,0.9,0.999210246227022,0.993758384377174,1.00469201755798
Pneumonia,1,0.999311441183258,0.993917095105132,1.00473506432056
Pneumonia,1.1,0.99941261322231,0.994073922433979,1.00477997553968
Pneumonia,1.2,0.999513759018236,0.994228811278894,1.00482679955905
Pneumonia,1.3,0.999614875243756,0.99438170884058,1.00487558240956
Pneumonia,1.4,0.999715958570247,0.994532564893174,1.00492636752159
Pneumonia,1.5,0.999817005667749,0.994681332077823,1.00497919543162
Pneumonia,1.6,0.999918013204963,0.994827966199014,1.00503410348613
Pneumonia,1.7,1.00001897784926,0.994972426520439,1.00509112554601
Pneumonia,1.8,1.00011989626665,0.995114676056822,1.00515029169493
Pneumonia,1.9,1.00022076512186,0.995254681857894,1.00521162795575
Pneumonia,2,1.00032158107823,0.995392415280498,1.00527515601861
Pneumonia,2.1,1.0004223407978,0.995527852244691,1.00534089298524
Pneumonia,2.2,1.00052304094128,0.995660973469695,1.00540885113326
Pneumonia,2.3,1.00062367816805,0.995791764685623,1.00547903770488
Pneumonia,2.4,1.00072424913615,0.99592021681712,1.00555145472361
Pneumonia,2.5,1.00082475050232,0.996046326135333,1.00562609884266
Pneumonia,2.6,1.00092517892198,0.99617009437509,1.00570296122819
Pneumonia,2.7,1.00102553104921,0.996291528814625,1.00578202748003
Pneumonia,2.8,1.00112580353679,0.996410642315864,1.0058632775918
Pneumonia,2.9,1.0012259930362,0.996527453323913,1.00594668595194
Pneumonia,3,1.00132609619757,0.996641985825153,1.00603222138604
Pneumonia,3.1,1.00142610966977,0.996754269264112,1.00611984724051
Pneumonia,3.2,1.00152603010034,0.996864338420037,1.00620952150652
Pneumonia,3.3,1.00162585413551,0.996972233244826,1.0063011969826
Pneumonia,3.4,1.00172557842023,0.997077998664705,1.00639482147353
Pneumonia,3.5,1.00182519959816,0.997181684348618,1.00649033802251
Pneumonia,3.6,1.00192471431165,0.997283344446856,1.00658768517314
Pneumonia,3.7,1.00202411920177,0.997383037303867,1.0066867972572
Pneumonia,3.8,1.00212341090831,0.997480825149505,1.00678760470407
Pneumonia,3.9,1.00222258606978,0.997576773773156,1.00689003436722
Pneumonia,4,1.00232164132339,0.997670952185276,1.00699400986333
Pneumonia,4.1,1.00242057330511,0.9977634322708,1.00709945191961
Pneumonia,4.2,1.00251937864963,0.997854288438767,1.00720627872485
Pneumonia,4.3,1.00261805399037,0.997943597272245,1.00731440628021
Pneumonia,4.4,1.00271659595948,0.998031437182345,1.00742374874598
Pneumonia,4.5,1.00281500118789,0.998117888069723,1.00753421878079
Pneumonia,4.6,1.00291326630523,0.998203030996561,1.00764572787046
Pneumonia,4.7,1.00301138793993,0.998286947871576,1.00775818664374
Pneumonia,4.8,1.00310936271914,0.998369721150158,1.00787150517304
Pneumonia,4.9,1.0032071872688,0.998451433551262,1.0079855932583
Pneumonia,5,1.0033048582136,0.998532167792288,1.00810036069304
Pneumonia,5.1,1.00340237217701,0.998612006342728,1.00821571751152
Pneumonia,5.2,1.00349972578128,0.998691031197025,1.00833157421682
Pneumonia,5.3,1.00359691564745,0.998769323666701,1.00844784198957
Pneumonia,5.4,1.00369393839533,0.998846964191567,1.00856443287774
Pneumonia,5.5,1.00379079064353,0.998924032169517,1.0086812599677
Pneumonia,5.6,1.00388746900947,0.999000605804236,1.00879823753754
Pneumonia,5.7,1.00398397010938,0.999076761969951,1.00891528119329
Pneumonia,5.8,1.00408029055828,0.999152576092228,1.0090323079891
Pneumonia,5.9,1.00417642697002,0.999228122043719,1.00914923653255
Pneumonia,6,1.00427237595727,0.999303472053667,1.00926598707615
Pneumonia,6.1,1.00436813413154,0.999378696629987,1.00938248159633
Pneumonia,6.2,1.00446369810317,0.999453864492653,1.00949864386113
Pneumonia,6.3,1.00455906448134,0.999529042517173,1.00961439948784
Pneumonia,6.4,1.00465422987408,0.999604295686931,1.0097296759917
Pneumonia,6.5,1.00474919088827,0.999679687053193,1.00984440282713
Pneumonia,6.6,1.00484394412968,0.999755277701627,1.00995851142226
Pneumonia,6.7,1.0049384862029,0.999831126724227,1.01007193520825
Pneumonia,6.8,1.00503281371145,0.999907291195566,1.01018460964417
Pneumonia,6.9,1.0051269232577,0.999983826152376,1.01029647223869
Pneumonia,7,1.00522081144292,1.00006078457549,1.01040746256929
Pneumonia,7.1,1.00531447486729,1.00013821737321,1.01051752230018
Pneumonia,7.2,1.00540791012987,1.00021617336528,1.01062659519958
Pneumonia,7.3,1.00550111382865,1.00029469926659,1.01073462715732
Pneumonia,7.4,1.00559408256055,1.00037383966985,1.01084156620342
Pneumonia,7.5,1.0056868129214,1.00045363702649,1.01094736252853
Pneumonia,7.6,1.00577930150598,1.00053413162509,1.01105196850687
Pneumonia,7.7,1.005871544908,1.00061536156654,1.01115533872236
Pneumonia,7.8,1.00596353972015,1.00069736273544,1.01125742999867
Pneumonia,7.9,1.00605528253405,1.00078016876687,1.0113582014338
Pneumonia,8,1.00614676994032,1.00086381100802,1.01145761443984
Pneumonia,8.1,1.00623799852852,1.00094831847399,1.01155563278864
Pneumonia,8.2,1.00632896488724,1.00103371779708,1.011652222664
Pneumonia,8.3,1.00641966560404,1.0011200331689,1.01174735272096
Pneumonia,8.4,1.00651009726549,1.00120728627462,1.01184099415304
Pneumonia,8.5,1.00660025645716,1.00129549621873,1.01193312076807
Pneumonia,8.6,1.00669013976368,1.00138467944144,1.01202370907321
Pneumonia,8.7,1.00677974368866,1.00147484923762,1.01211273860089
Pneumonia,8.8,1.00686905993389,1.00156599285931,1.01220020555805
Pneumonia,8.9,1.00695807275646,1.00165805906137,1.01228613009869
Pneumonia,9,1.00704676576797,1.0017509913645,1.01237053637686
Pneumonia,9.1,1.00713512257457,1.00184473132077,1.01245345053228
Pneumonia,9.2,1.00722312677701,1.00193921866374,1.01253490053765
Pneumonia,9.3,1.00731076197071,1.00203439145107,1.01261491605356
Pneumonia,9.4,1.00739801174578,1.0021301862006,1.01269352828994
Pneumonia,9.5,1.00748485968713,1.00222653802111,1.01277076987301
Pneumonia,9.6,1.00757128937452,1.00232338073846,1.01284667471678
Pneumonia,9.7,1.0076572843826,1.00242064701824,1.01292127789826
Pneumonia,9.8,1.00774282828101,1.00251826848557,1.01299461553545
Pneumonia,9.9,1.00782790463444,1.00261617584286,1.01306672466756
Pneumonia,10,1.00791249700269,1.00271429898626,1.0131376431365
Pneumonia,10.1,1.0079965889408,1.00281256712145,1.01320740946921
Pneumonia,10.2,1.00808016399905,1.0029109088793,1.01327606276009
Pneumonia,10.3,1.00816320572312,1.00300925243201,1.01334364255311
Pneumonia,10.4,1.00824569765411,1.00310752561017,1.01341018872296
Pneumonia,10.5,1.00832762332869,1.00320565602121,1.01347574135505
Pneumonia,10.6,1.00840896627913,1.00330357116956,1.01354034062367
Pneumonia,10.7,1.00848971003344,1.00340119857885,1.01360402666831
Pneumonia,10.8,1.00856983811545,1.00349846591647,1.0136668394677
Pneumonia,10.9,1.0086493340449,1.00359530112052,1.01372881871142
Pneumonia,11,1.00872818133756,1.00369163252941,1.01379000366906
Pneumonia,11.1,1.00880636350532,1.00378738901407,1.01385043305676
Pneumonia,11.2,1.00888386405628,1.00388250011272,1.01391014490126
Pneumonia,11.3,1.00896066649491,1.00397689616821,1.01396917640155
Pneumonia,11.4,1.00903675432213,1.00407050846745,1.0140275637883
Pneumonia,11.5,1.00911211103539,1.00416326938307,1.01408534218139
Pneumonia,11.6,1.00918672012888,1.00425511251645,1.01414254544589
Pneumonia,11.7,1.00926056509355,1.00434597284211,1.01419920604698
Pneumonia,11.8,1.00933362941731,1.0044357868526,1.01425535490425
Pneumonia,11.9,1.00940589658509,1.00452449270336,1.01431102124619
Pneumonia,12,1.00947735007904,1.004612030357,1.01436623246536
Pneumonia,12.1,1.0095479733786,1.00469834172589,1.01442101397527
Pneumonia,12.2,1.00961774996066,1.00478337081251,1.01447538906955
Pneumonia,12.3,1.00968666329971,1.00486706384653,1.01452937878457
Pneumonia,12.4,1.00975469686793,1.00494936941758,1.0145830017663
Pneumonia,12.5,1.00982183413539,1.00503023860285,1.01463627414252
Pneumonia,12.6,1.00988805857018,1.00510962508845,1.01468920940131
Pneumonia,12.7,1.00995335363851,1.00518748528339,1.01474181827693
Pneumonia,12.8,1.01001770280494,1.00526377842536,1.0147941086441
Pneumonia,12.9,1.01008108953245,1.00533846667711,1.01484608542164
Pneumonia,13,1.01014349728266,1.00541151521255,1.01489775048649
Pneumonia,13.1,1.01020490951595,1.00548289229174,1.01494910259898
Pneumonia,13.2,1.01026530969164,1.00555256932374,1.01500013734016
Pneumonia,13.3,1.01032468126815,1.00562052091681,1.01505084706206
Pneumonia,13.4,1.01038300770316,1.00568672491515,1.01510122085128
Pneumonia,13.5,1.01044027245378,1.00575116242173,1.01515124450669
Pneumonia,13.6,1.01049645897673,1.00581381780681,1.0152009005315
Pneumonia,13.7,1.01055155072849,1.00587467870189,1.01525016813988
Pneumonia,13.8,1.01060553116551,1.00593373597894,1.01529902327851
Pneumonia,13.9,1.01065838374438,1.00599098371497,1.01534743866274
Pneumonia,14,1.01071009192199,1.00604641914206,1.01539538382743
Pneumonia,14.1,1.01076063915575,1.00610004258319,1.01544282519208
Pneumonia,14.2,1.01081000890375,1.00615185737422,1.0154897261398
Pneumonia,14.3,1.01085818462494,1.00620186977263,1.01553604710965
Pneumonia,14.4,1.01090514977938,1.00625008885365,1.0155817457017
Pneumonia,14.5,1.01095088782838,1.00629652639439,1.01562677679405
Pneumonia,14.6,1.01099538223471,1.00634119674709,1.01567109267094
Pneumonia,14.7,1.01103861646281,1.00638411670195,1.01571464316122
Pneumonia,14.8,1.011080573979,1.00642530534073,1.01575737578619
Pneumonia,14.9,1.01112123825168,1.00646478388205,1.01579923591587
Pneumonia,15,1.01116059275153,1.00650257551906,1.01584016693285
Pneumonia,15.1,1.01119862095172,1.00653870525074,1.01588011040265
Pneumonia,15.2,1.01123530632815,1.00657319970741,1.01591900624995
Pneumonia,15.3,1.01127063235964,1.00660608697149,1.01595679293963
Pneumonia,15.4,1.01130458252817,1.00663739639417,1.01599340766195
Pneumonia,15.5,1.01133714031908,1.00666715840872,1.01602878652121
Pneumonia,15.6,1.01136828922131,1.00669540434103,1.01606286472718
Pneumonia,15.7,1.01139801272763,1.006722166218,1.01609557678885
Pneumonia,15.8,1.01142629433487,1.00674747657398,1.01612685671012
Pneumonia,15.9,1.01145311754414,1.00677136825579,1.01615663818702
Pneumonia,16,1.01147846586107,1.00679387422639,1.01618485480635
Pneumonia,16.1,1.01150232279608,1.00681502736729,1.01621144024563
Pneumonia,16.2,1.01152467186455,1.00683486027972,1.01623632847438
Pneumonia,16.3,1.01154549658714,1.00685340508433,1.01625945395697
Pneumonia,16.4,1.01156478049,1.00687069321919,1.0162807518572
Pneumonia,16.5,1.01158250710501,1.00688675523571,1.01630015824501
Pneumonia,16.6,1.01159865997006,1.00690162059195,1.01631761030596
Pneumonia,16.7,1.01161322262926,1.00691531744274,1.01633304655389
Pneumonia,16.8,1.01162617863327,1.00692787242584,1.01634640704766
Pneumonia,16.9,1.01163751153946,1.00693931044333,1.01635763361267
Pneumonia,17,1.01164720491228,1.00694965443732,1.01636667006825
Pneumonia,17.1,1.01165524232343,1.00695892515888,1.01637346246173
Pneumonia,17.2,1.01166160735219,1.0069671409291,1.01637795931066
Pneumonia,17.3,1.01166628358565,1.00697431739098,1.01638011185405
Pneumonia,17.4,1.01166925640272,1.00698046761843,1.01637987752734
Pneumonia,17.5,1.01167053192628,1.0069856056258,1.01637725450103
Pneumonia,17.6,1.01167012966558,1.0069897443043,1.01637226897943
Pneumonia,17.7,1.01166806936123,1.00699289267548,1.01636495153984
Pneumonia,17.8,1.01166437076188,1.0069950559722,1.01635533660184
Pneumonia,17.9,1.01165905362392,1.00699623575809,1.01634346230576
Pneumonia,18,1.01165213771117,1.00699643003886,1.01632937039914
Pneumonia,18.1,1.01164364279453,1.00699563336631,1.01631310613072
Pneumonia,18.2,1.01163358865172,1.00699383693575,1.01629471815095
Pneumonia,18.3,1.01162199506693,1.00699102867768,1.0162742584182
Pneumonia,18.4,1.01160888183053,1.00698719334465,1.01625178210996
Pneumonia,18.5,1.01159426873877,1.0069823125942,1.01622734753785
Pneumonia,18.6,1.01157817559352,1.00697636506884,1.01620101606572
Pneumonia,18.7,1.01156062220192,1.00696932647408,1.01617285202965
Pneumonia,18.8,1.01154162837613,1.00696116965567,1.0161429226588
Pneumonia,18.9,1.01152121393303,1.00695186467696,1.01611129799615
Pneumonia,19,1.01149939869397,1.00694137889774,1.01607805081785
Pneumonia,19.1,1.01147620248444,1.00692967705551,1.01604325655003
Pneumonia,19.2,1.01145164513386,1.00691672135062,1.01600699318187
Pneumonia,19.3,1.01142574647526,1.00690247153637,1.01596934117376
Pneumonia,19.4,1.01139852634505,1.00688688501532,1.01593038335918
Pneumonia,19.5,1.01137000458276,1.00686991694321,1.01589020483906
Pneumonia,19.6,1.01134020103073,1.00685152034158,1.01584889286743
Pneumonia,19.7,1.01130913553394,1.00683164622044,1.01580653672707
Pneumonia,19.8,1.01127682793969,1.00681024371217,1.01576322759399
Pneumonia,19.9,1.01124329809741,1.00678726021774,1.01571905838951
Pneumonia,20,1.01120856585836,1.00676264156634,1.01567412361908
Pneumonia,20.1,1.01117265107547,1.00673633218928,1.01562851919678
Pneumonia,20.2,1.01113557360302,1.006708275309,1.01558234225471
Pneumonia,20.3,1.01109735329647,1.00667841314379,1.0155356909368
Pneumonia,20.4,1.01105801001223,1.00664668712847,1.0154886641766
Pneumonia,20.5,1.0110175636074,1.00661303815129,1.01544136145891
Pneumonia,20.6,1.01097603393959,1.00657740680679,1.01539388256547
Pneumonia,20.7,1.0109334408667,1.00653973366409,1.01534632730521
Pneumonia,20.8,1.0108898042467,1.00649995954994,1.01529879522984
Pneumonia,20.9,1.01084514393742,1.00645802584504,1.01525138533615
Pneumonia,21,1.01079947979636,1.00641387479227,1.01520419575642
Pneumonia,21.1,1.01075283168048,1.00636744981468,1.01515732343911
Pneumonia,21.2,1.01070521944602,1.00631869584088,1.01511086382216
Pneumonia,21.3,1.0106566629483,1.00626755963515,1.01506491050168
Pneumonia,21.4,1.01060718204154,1.00621399012899,1.01501955489907
Pneumonia,21.5,1.01055679657865,1.00615793875092,1.01497488593003
Pneumonia,21.6,1.0105055264111,1.00609935975075,1.01493098967913
Pneumonia,21.7,1.01045339138869,1.00603821051457,1.01488794908363
Pneumonia,21.8,1.01040041135942,1.00597445186662,1.01484584363049
Pneumonia,21.9,1.01034660616932,1.00590804835408,1.01480474907041
Pneumonia,22,1.01029199566226,1.00583896851115,1.01476473715277
Pneumonia,22.1,1.0102365996798,1.00576718509874,1.01472587538479
Pneumonia,22.2,1.01018043806106,1.0056926753166,1.01468822681837
Pneumonia,22.3,1.01012353064252,1.0056154209851,1.0146518498674
Pneumonia,22.4,1.01006589725793,1.00553540869413,1.01461679815774
Pneumonia,22.5,1.01000755773812,1.00545262991749,1.01458312041197
Pneumonia,22.6,1.00994853191087,1.00536708109147,1.01455086036989
Pneumonia,22.7,1.00988883960079,1.00527876365702,1.01452005674536
Pneumonia,22.8,1.00982850062918,1.00518768406562,1.01449074321966
Pneumonia,22.9,1.0097675348139,1.0050938537495,1.01446294847034
Pneumonia,23,1.00970596196922,1.00499728905759,1.01443669623448
Pneumonia,23.1,1.00964380190575,1.00489801115887,1.01441200540453
Pneumonia,23.2,1.00958107443029,1.00479604591571,1.01438889015426
Pneumonia,23.3,1.00951779934572,1.00469142372964,1.01436736009213
Pneumonia,23.4,1.0094539964509,1.00458417936294,1.01434742043906
Pneumonia,23.5,1.00938968554055,1.00447435173911,1.0143290722273
Pneumonia,23.6,1.00932488640516,1.00436198372573,1.01431231251678
Pneumonia,23.7,1.0092596188309,1.00424712190336,1.0142971346257
Pneumonia,23.8,1.00919390259951,1.00412981632369,1.0142835283717
Pneumonia,23.9,1.00912775748821,1.00401012026059,1.01427148032022
Pneumonia,24,1.00906120326965,1.00388808995702,1.01426097403704
Pneumonia,24.1,1.00899425971177,1.00376378437102,1.01425199034178
Pneumonia,24.2,1.00892694657776,1.00363726492325,1.01424450755976
Pneumonia,24.3,1.00885928362597,1.00350859524881,1.01423850176984
Pneumonia,24.4,1.00879129060988,1.00337784095516,1.0142339470459
Pneumonia,24.5,1.00872298727796,1.00324506938822,1.01423081569038
Pneumonia,24.6,1.00865439337367,1.00311034940796,1.01422907845828
Pneumonia,24.7,1.00858552863537,1.0029737511748,1.01422870477036
Pneumonia,24.8,1.00851641279629,1.00283534594771,1.0142296629147
Pneumonia,24.9,1.00844706558444,1.0026952058945,1.01423192023606
Pneumonia,25,1.00837750672261,1.00255340391503,1.0142354433124
Pneumonia,25.1,1.0083077559283,1.00241001347714,1.01424019811863
Pneumonia,25.2,1.00823783291366,1.00226510846561,1.01424615017744
Pneumonia,25.3,1.0081677573855,1.00211876304379,1.01425326469742
Pneumonia,25.4,1.00809754904523,1.00197105152766,1.01426150669877
Pneumonia,25.5,1.00802722758885,1.00182204827199,1.01427084112705
Pneumonia,25.6,1.00795681270689,1.00167182756791,1.01428123295536
Pneumonia,25.7,1.00788632408444,1.00152046355153,1.01429264727568
Pneumonia,25.8,1.0078157814011,1.00136803012282,1.01430504937983
